geo_id,company_count
0500000US22001,2
0500000US16001,89
0500000US08001,54
0500000US31001,6
0500000US16003,1
0500000US17001,1
0500000US50001,10
0500000US45003,4
0500000US12001,81
0500000US06001,1392
0500000US36001,8
0500000US56001,3
0500000US51003,119
0500000US28003,1
0500000US51510,63
0500000US24001,2
0500000US51005,2
0500000US42003,664
0500000US18003,9
0500000US39003,2
0500000US21003,1
0500000US02020,20
0500000US47001,7
0500000US48001,1
0500000US45007,3
0500000US23001,2
0500000US24003,86
0500000US27003,6
0500000US19007,1
0500000US48007,2
0500000US08005,248
0500000US48009,1
0500000US08007,1
0500000US51013,126
0500000US42005,2
0500000US23003,3
0500000US22005,1
0500000US37009,1
0500000US39007,1
0500000US39009,8
0500000US34001,20
0500000US29007,3
0500000US01003,3
0500000US24005,353
0500000US45009,3
0500000US16005,1
0500000US25001,19
0500000US26015,1
0500000US48021,1
0500000US12005,7
0500000US45013,9
0500000US42007,5
0500000US42009,1
0500000US51019,1
0500000US33001,1
0500000US48027,5
0500000US50003,1
0500000US05007,28
0500000US41003,13
0500000US53005,3
0500000US34003,162
0500000US42011,9
0500000US25003,23
0500000US35001,137
0500000US26021,3
0500000US48029,188
0500000US13021,11
0500000US19013,4
0500000US16013,1
0500000US42013,1
0500000US16017,5
0500000US16019,6
0500000US29019,26
0500000US05009,1
0500000US18011,4
0500000US19015,1
0500000US54005,1
0500000US21015,1
0500000US22015,3
0500000US08013,651
0500000US48037,1
0500000US49003,2
0500000US21019,1
0500000US42015,1
0500000US47011,1
0500000US26023,1
0500000US48039,5
0500000US48041,16
0500000US21027,1
0500000US12009,59
0500000US25005,52
0500000US44001,2
0500000US51191,2
0500000US30007,4
0500000US36005,5
0500000US46011,1
0500000US13027,1
0500000US36007,6
0500000US08014,73
0500000US12011,245
0500000US46013,1
0500000US55009,6
0500000US51025,1
0500000US42017,129
0500000US31019,2
0500000US37021,26
0500000US17011,8
0500000US37023,4
0500000US38015,2
0500000US34005,39
0500000US48053,1
0500000US42019,6
0500000US39017,6
0500000US06007,19
0500000US49005,8
0500000US22017,6
0500000US06009,1
0500000US22019,1
0500000US48055,1
0500000US50005,1
0500000US01015,2
0500000US21035,1
0500000US55015,4
0500000US34007,16
0500000US13039,2
0500000US48061,1
0500000US22023,2
0500000US21037,14
0500000US16027,2
0500000US29031,1
0500000US56007,1
0500000US13045,2
0500000US24013,2
0500000US33003,1
0500000US18015,1
0500000US32510,10
0500000US40019,1
0500000US29035,6
0500000US37031,1
0500000US27019,25
0500000US48067,1
0500000US38017,14
0500000US27021,1
0500000US37033,1
0500000US37035,1
0500000US36009,4
0500000US36011,2
0500000US24015,2
0500000US42027,11
0500000US19033,5
0500000US17019,61
0500000US24017,2
0500000US45019,84
0500000US12015,1
0500000US31029,3
0500000US37037,10
0500000US13051,4
0500000US36013,6
0500000US35005,1
0500000US53007,2
0500000US36017,1
0500000US13057,5
0500000US51550,2
0500000US33005,2
0500000US42029,159
0500000US45025,1
0500000US51041,8
0500000US50007,73
0500000US37041,1
0500000US29043,2
0500000US17021,5
0500000US35006,1
0500000US12017,3
0500000US41005,40
0500000US53009,2
0500000US26035,2
0500000US42031,3
0500000US53011,20
0500000US32003,322
0500000US39023,5
0500000US05019,2
0500000US13059,2
0500000US12019,2
0500000US29047,5
0500000US46027,1
0500000US13063,2
0500000US19043,1
0500000US39025,7
0500000US40027,12
0500000US42035,1
0500000US36019,3
0500000US13067,48
0500000US04005,2
0500000US46029,1
0500000US01031,2
0500000US47031,21
0500000US01033,3
0500000US17029,1
0500000US35007,1
0500000US12021,28
0500000US48085,192
0500000US51570,1
0500000US13071,1
0500000US42037,2
0500000US12023,2
0500000US36021,1
0500000US41009,1
0500000US39029,1
0500000US48091,6
0500000US08021,1
0500000US06013,205
0500000US17031,1431
0500000US28029,2
0500000US48099,1
0500000US01039,3
0500000US13077,1
0500000US40035,1
0500000US05031,1
0500000US05033,2
0500000US20037,1
0500000US29055,2
0500000US05035,2
0500000US27035,6
0500000US08025,1
0500000US23005,58
0500000US42041,5
0500000US34011,1
0500000US31039,1
0500000US39035,383
0500000US27037,57
0500000US01045,1
0500000US48113,744
0500000US55025,248
0500000US51590,1
0500000US39037,1
0500000US42043,14
0500000US47037,413
0500000US37057,2
0500000US21059,4
0500000US19051,1
0500000US49011,17
0500000US47039,11
0500000US13089,44
0500000US42045,137
0500000US39041,16
0500000US36025,1
0500000US26041,1
0500000US02068,1
0500000US48121,59
0500000US08031,530
0500000US41017,42
0500000US28033,2
0500000US46039,1
0500000US48125,1
0500000US47043,1
0500000US11001,460
0500000US55027,3
0500000US35013,4
0500000US55029,1
0500000US24019,4
0500000US45035,2
0500000US13095,1
0500000US31055,103
0500000US08035,10
0500000US13097,3
0500000US20045,15
0500000US41019,1
0500000US55031,5
0500000US32005,1
0500000US18037,1
0500000US19061,2
0500000US49013,1
0500000US29069,14
0500000US17043,157
0500000US37063,349
0500000US36027,9
0500000US12031,61
0500000US08037,5
0500000US22033,28
0500000US26045,1
0500000US55035,5
0500000US48135,1
0500000US37065,5
0500000US17049,1
0500000US06017,12
0500000US08041,62
0500000US48141,6
0500000US18039,5
0500000US32007,1
0500000US48139,7
0500000US01051,1
0500000US26047,5
0500000US38029,1
0500000US36029,97
0500000US42049,7
0500000US12033,13
0500000US25009,222
0500000US34013,123
0500000US36031,2
0500000US02090,3
0500000US51059,550
0500000US09001,308
0500000US39045,5
0500000US30025,1
0500000US51610,13
0500000US05045,8
0500000US51061,3
0500000US21067,69
0500000US47047,1
0500000US19065,1
0500000US13113,3
0500000US12035,3
0500000US30029,7
0500000US45041,4
0500000US13115,1
0500000US18043,8
0500000US55039,1
0500000US28035,5
0500000US13117,4
0500000US37067,25
0500000US48157,34
0500000US39049,212
0500000US21073,2
0500000US25011,1
0500000US20059,1
0500000US53021,1
0500000US42055,1
0500000US24021,36
0500000US51069,2
0500000US51630,5
0500000US16043,1
0500000US56013,1
0500000US19071,1
0500000US06019,21
0500000US13121,1014
0500000US31067,5
0500000US48165,8
0500000US30031,33
0500000US21077,1
0500000US48167,26
0500000US08045,1
0500000US05051,1
0500000US37071,2
0500000US20061,1
0500000US39055,2
0500000US36037,6
0500000US26049,7
0500000US45043,1
0500000US47053,1
0500000US04007,4
0500000US34015,6
0500000US13127,3
0500000US16047,1
0500000US33009,24
0500000US38035,5
0500000US26055,1
0500000US18053,3
0500000US35017,1
0500000US37077,2
0500000US48179,1
0500000US36039,1
0500000US39057,3
0500000US05055,1
0500000US29077,7
0500000US45045,88
0500000US45047,2
0500000US20073,5
0500000US17063,1
0500000US48187,2
0500000US39059,1
0500000US37081,29
0500000US12045,1
0500000US13135,157
0500000US13139,3
0500000US18057,63
0500000US47065,90
0500000US39061,245
0500000US25013,12
0500000US25015,16
0500000US51650,4
0500000US23009,10
0500000US17067,8
0500000US39063,3
0500000US18059,1
0500000US51085,4
0500000US21093,1
0500000US48199,1
0500000US24025,6
0500000US37085,3
0500000US48201,570
0500000US28047,1
0500000US51660,5
0500000US09003,130
0500000US15001,4
0500000US48209,18
0500000US37087,1
0500000US05057,1
0500000US48213,1
0500000US37089,5
0500000US47077,1
0500000US18063,5
0500000US27053,580
0500000US51087,27
0500000US39069,1
0500000US13151,6
0500000US21103,1
0500000US19087,1
0500000US12053,2
0500000US48215,4
0500000US12055,2
0500000US33011,145
0500000US12057,173
0500000US28049,1
0500000US31089,1
0500000US15003,91
0500000US41027,2
0500000US45051,10
0500000US26061,2
0500000US27055,4
0500000US13153,1
0500000US24027,110
0500000US18067,3
0500000US05061,1
0500000US34017,120
0500000US06023,8
0500000US48231,1
0500000US34019,18
0500000US42061,2
0500000US05063,2
0500000US12061,16
0500000US42063,1
0500000US26065,29
0500000US37097,5
0500000US49021,4
0500000US17075,1
0500000US26073,2
0500000US41029,15
0500000US17077,1
0500000US13157,1
0500000US29095,59
0500000US26075,2
0500000US28059,2
0500000US29097,5
0500000US39081,8
0500000US08059,80
0500000US48245,3
0500000US01073,74
0500000US36045,3
0500000US54037,2
0500000US19101,3
0500000US55055,4
0500000US28063,1
0500000US21111,89
0500000US05069,4
0500000US53031,5
0500000US22053,1
0500000US22051,5
0500000US21113,1
0500000US48251,2
0500000US19103,27
0500000US20091,113
0500000US18081,3
0500000US37101,2
0500000US28067,1
0500000US41033,1
0500000US26077,47
0500000US54039,2
0500000US17089,3
0500000US49025,1
0500000US48255,1
0500000US15007,2
0500000US40071,1
0500000US48259,1
0500000US55059,1
0500000US26081,41
0500000US44003,13
0500000US10001,3
0500000US21117,11
0500000US06029,53
0500000US48265,1
0500000US51097,5
0500000US53033,2383
0500000US06031,3
0500000US36047,339
0500000US40075,2
0500000US53035,16
0500000US41035,1
0500000US53039,4
0500000US29103,3
0500000US47093,65
0500000US17095,1
0500000US16055,6
0500000US18085,4
0500000US55063,2
0500000US08067,7
0500000US17099,1
0500000US22059,1
0500000US42069,10
0500000US28071,2
0500000US22055,8
0500000US17097,78
0500000US12069,7
0500000US30047,1
0500000US18089,11
0500000US39085,11
0500000US06033,2
0500000US50015,2
0500000US38045,1
0500000US48281,1
0500000US42071,23
0500000US45057,4
0500000US31109,50
0500000US41039,17
0500000US55067,1
0500000US56021,9
0500000US08069,62
0500000US06035,1
0500000US16057,2
0500000US01077,1
0500000US21125,4
0500000US45059,1
0500000US47099,2
0500000US42073,2
0500000US17101,1
0500000US35025,1
0500000US42075,2
0500000US01081,8
0500000US12071,34
0500000US19111,1
0500000US28081,1
0500000US28083,1
0500000US42077,21
0500000US26091,2
0500000US12073,10
0500000US45063,2
0500000US39089,1
0500000US37109,1
0500000US05079,1
0500000US29113,1
0500000US40081,1
0500000US35027,1
0500000US23015,1
0500000US41043,1
0500000US19113,18
0500000US09005,4
0500000US26093,7
0500000US22063,3
0500000US05085,2
0500000US39093,10
0500000US35028,3
0500000US06037,3356
0500000US51107,132
0500000US13185,1
0500000US48303,7
0500000US39095,24
0500000US42079,10
0500000US42081,2
0500000US51680,4
0500000US20111,2
0500000US32019,1
0500000US26099,10
0500000US01087,1
0500000US18095,4
0500000US17119,5
0500000US01089,48
0500000US28089,14
0500000US36053,5
0500000US37115,1
0500000US16065,2
0500000US39099,9
0500000US40093,1
0500000US51683,5
0500000US12081,10
0500000US55071,1
0500000US55073,2
0500000US04013,552
0500000US06041,173
0500000US17121,1
0500000US54049,2
0500000US18097,249
0500000US41047,4
0500000US19125,1
0500000US39101,1
0500000US12083,4
0500000US29127,3
0500000US26103,1
0500000US55077,8
0500000US12085,10
0500000US18101,1
0500000US02170,1
0500000US15009,7
0500000US45065,1
0500000US21145,2
0500000US17109,1
0500000US17111,3
0500000US42083,2
0500000US38053,1
0500000US17113,2
0500000US48309,3
0500000US27085,3
0500000US37119,191
0500000US39103,10
0500000US27093,2
0500000US39105,1
0500000US06045,2
0500000US06047,2
0500000US42085,1
0500000US34021,142
0500000US33013,14
0500000US08077,6
0500000US39109,1
0500000US12086,404
0500000US25017,3530
0500000US34023,171
0500000US09007,12
0500000US48329,4
0500000US26111,3
0500000US48331,1
0500000US27095,1
0500000US55079,63
0500000US46099,17
0500000US30063,20
0500000US01097,5
0500000US04015,3
0500000US34025,66
0500000US06051,1
0500000US54061,11
0500000US36055,102
0500000US42089,4
0500000US13207,1
0500000US39111,1
0500000US12087,1
0500000US26115,1
0500000US47123,2
0500000US18105,11
0500000US26117,1
0500000US06053,3
0500000US08083,1
0500000US42091,243
0500000US36057,1
0500000US24031,505
0500000US51121,36
0500000US47125,1
0500000US20125,1
0500000US48339,15
0500000US39113,14
0500000US01101,9
0500000US26119,1
0500000US42093,6
0500000US08085,1
0500000US37125,4
0500000US35033,1
0500000US54065,1
0500000US13211,2
0500000US01103,2
0500000US49029,1
0500000US34027,108
0500000US39117,2
0500000US38061,1
0500000US41051,472
0500000US19139,1
0500000US13215,4
0500000US26121,4
0500000US39119,2
0500000US06055,23
0500000US36059,96
0500000US12089,5
0500000US22069,1
0500000US56025,6
0500000US38063,5
0500000US20131,3
0500000US28099,1
0500000US06057,6
0500000US10003,148
0500000US37129,20
0500000US09009,228
0500000US51127,1
0500000US09011,14
0500000US36061,6159
0500000US44005,6
0500000US51700,10
0500000US18113,1
0500000US51710,10
0500000US25021,239
0500000US42095,33
0500000US42097,1
0500000US48355,3
0500000US26125,167
0500000US34029,16
0500000US13219,1
0500000US55083,3
0500000US21183,1
0500000US18115,1
0500000US54069,1
0500000US12091,5
0500000US53047,2
0500000US40109,55
0500000US40111,1
0500000US28105,6
0500000US21185,9
0500000US27109,10
0500000US36065,3
0500000US36067,30
0500000US36069,8
0500000US06059,1261
0500000US51137,8
0500000US37135,58
0500000US36071,21
0500000US12095,179
0500000US50017,1
0500000US36073,5
0500000US22071,51
0500000US12097,14
0500000US31131,1
0500000US36077,5
0500000US26139,7
0500000US39123,1
0500000US22073,1
0500000US55087,9
0500000US18119,2
0500000US23017,2
0500000US29153,1
0500000US55089,12
0500000US12099,312
0500000US48363,1
0500000US08093,1
0500000US56029,1
0500000US12101,15
0500000US34031,24
0500000US51141,1
0500000US40119,4
0500000US28109,1
0500000US29155,1
0500000US46103,5
0500000US23019,9
0500000US17143,5
0500000US51730,2
0500000US29161,1
0500000US42101,375
0500000US39129,3
0500000US45077,3
0500000US13227,2
0500000US13229,2
0500000US53053,27
0500000US55093,2
0500000US21195,1
0500000US42103,1
0500000US29163,2
0500000US17149,1
0500000US01109,1
0500000US04019,98
0500000US04021,5
0500000US12103,118
0500000US08097,5
0500000US37147,8
0500000US40121,1
0500000US51143,2
0500000US06061,38
0500000US31141,1
0500000US06063,4
0500000US25023,36
0500000US19153,55
0500000US29167,1
0500000US12105,25
0500000US05115,1
0500000US39133,5
0500000US18127,3
0500000US51740,1
0500000US18129,1
0500000US40125,1
0500000US19155,1
0500000US48375,5
0500000US16077,3
0500000US28117,1
0500000US24033,87
0500000US51153,5
0500000US44007,189
0500000US08101,5
0500000US05119,64
0500000US36079,3
0500000US47141,1
0500000US24035,12
0500000US36081,55
0500000US13241,4
0500000US55101,2
0500000US51750,3
0500000US27123,95
0500000US37151,2
0500000US28121,14
0500000US22079,1
0500000US30081,2
0500000US22081,1
0500000US20155,1
0500000US36083,27
0500000US47143,1
0500000US27131,4
0500000US45079,16
0500000US38077,2
0500000US51159,69
0500000US37153,3
0500000US36085,6
0500000US20161,1
0500000US06065,69
0500000US51161,27
0500000US37155,2
0500000US27133,4
0500000US55105,4
0500000US17161,11
0500000US33015,81
0500000US36087,19
0500000US48397,2
0500000US40131,3
0500000US08107,3
0500000US18139,2
0500000US01113,1
0500000US47149,1
0500000US50021,2
0500000US06067,119
0500000US26145,5
0500000US08109,3
0500000US34033,1
0500000US05125,3
0500000US20169,2
0500000US49035,489
0500000US45081,1
0500000US37163,1
0500000US06071,97
0500000US06073,1867
0500000US06075,7422
0500000US06077,7
0500000US35045,1
0500000US53055,1
0500000US06079,31
0500000US06081,3141
0500000US08113,4
0500000US35043,6
0500000US39143,3
0500000US17167,6
0500000US49039,1
0500000US06083,238
0500000US06085,6692
0500000US06087,72
0500000US35049,24
0500000US12113,1
0500000US12115,39
0500000US36091,7
0500000US31153,3
0500000US36093,10
0500000US36097,1
0500000US42107,6
0500000US39145,3
0500000US18143,4
0500000US19163,3
0500000US21209,1
0500000US27139,3
0500000US31157,1
0500000US05131,2
0500000US20173,9
0500000US12117,49
0500000US05135,1
0500000US06089,5
0500000US20177,2
0500000US55117,2
0500000US01117,4
0500000US47157,172
0500000US39149,1
0500000US18145,2
0500000US21211,1
0500000US51171,1
0500000US27141,11
0500000US56033,1
0500000US16079,1
0500000US06093,1
0500000US53057,3
0500000US53059,6
0500000US48423,3
0500000US51173,1
0500000US53061,21
0500000US42109,1
0500000US35053,1
0500000US06095,11
0500000US34035,95
0500000US23025,7
0500000US42111,1
0500000US06097,149
0500000US13255,1
0500000US45083,15
0500000US53063,42
0500000US29183,10
0500000US17163,1
0500000US26147,2
0500000US01115,2
0500000US55109,5
0500000US05123,2
0500000US12109,29
0500000US18141,11
0500000US26149,1
0500000US36089,5
0500000US29510,66
0500000US27137,9
0500000US29189,344
0500000US12111,12
0500000US22099,2
0500000US24037,5
0500000US22103,6
0500000US06099,3
0500000US37167,1
0500000US39151,5
0500000US17175,1
0500000US27145,15
0500000US27147,1
0500000US17177,3
0500000US36101,1
0500000US37169,1
0500000US29209,2
0500000US19169,17
0500000US33017,13
0500000US56035,1
0500000US25025,1470
0500000US36103,109
0500000US47163,2
0500000US36105,2
0500000US46119,1
0500000US39153,66
0500000US08117,3
0500000US49043,30
0500000US47165,3
0500000US12119,1
0500000US42115,1
0500000US10005,18
0500000US34037,2
0500000US06101,4
0500000US56037,1
0500000US01121,1
0500000US29213,3
0500000US22105,1
0500000US48439,91
0500000US48441,2
0500000US21217,1
0500000US51185,2
0500000US17179,7
0500000US56039,5
0500000US13275,3
0500000US53067,7
0500000US36107,2
0500000US18157,31
0500000US09013,4
0500000US36109,42
0500000US49045,1
0500000US35057,1
0500000US37175,5
0500000US48453,1571
0500000US20195,8
0500000US13285,1
0500000US39155,2
0500000US06107,4
0500000US40143,47
0500000US06109,10
0500000US01125,2
0500000US39157,5
0500000US36111,8
0500000US34039,71
0500000US39159,53
0500000US17181,1
0500000US37179,4
0500000US49049,247
0500000US16085,1
0500000US18163,2
0500000US06111,104
0500000US17183,3
0500000US55123,1
0500000US18167,2
0500000US51810,27
0500000US12127,9
0500000US02270,1
0500000US37183,465
0500000US48471,1
0500000US53071,1
0500000US48473,1
0500000US12131,14
0500000US55127,10
0500000US21227,3
0500000US34041,1
0500000US39165,19
0500000US36113,1
0500000US28149,1
0500000US18173,1
0500000US49051,4
0500000US41065,1
0500000US56043,3
0500000US55129,2
0500000US50023,6
0500000US41067,144
0500000US48477,1
0500000US42125,6
0500000US01129,1
0500000US27163,6
0500000US05143,108
0500000US55131,7
0500000US24043,4
0500000US44009,8
0500000US39167,3
0500000US23029,4
0500000US49053,7
0500000US21229,1
0500000US32031,52
0500000US26161,229
0500000US37189,8
0500000US55133,29
0500000US55137,1
0500000US26163,153
0500000US18177,1
0500000US17191,1
0500000US37191,2
0500000US54099,4
0500000US39169,6
0500000US51820,2
0500000US49057,24
0500000US19187,1
0500000US21233,2
0500000US08123,6
0500000US22121,2
0500000US36119,118
0500000US42129,3
0500000US26165,1
0500000US53073,17
0500000US13311,3
0500000US47185,4
0500000US18183,7
0500000US53075,3
0500000US24045,1
0500000US17197,11
0500000US51830,7
0500000US45089,1
0500000US47187,158
0500000US48491,48
0500000US47189,1
0500000US50025,2
0500000US09015,2
0500000US50027,12
0500000US17201,4
0500000US55139,2
0500000US27169,4
0500000US51195,1
0500000US39173,7
0500000US55141,2
0500000US54107,3
0500000US19193,1
0500000US17203,1
0500000US25027,176
0500000US27171,1
0500000US20209,27
0500000US37197,1
0500000US53077,1
0500000US41071,1
0500000US04025,1
0500000US30111,1
0500000US06113,32
0500000US23031,17
0500000US42133,9
0500000US45091,3